node_id,officer_count,name,country_codes
298236,198,APEX Trust Company Limited,JEY
23000361,198,CHEMICAL BANK & TRUST LIMITED,BHS
23000364,198,BANAKOR SWISSE S.A.,BHS
11002931,197,SG TRUST (SWITZERLAND) SA,CHE
23000331,197,"ARIAS, FABREGAS & FABREGAS",BHS
230000049,197,Charlestown Trust Company Limited,KNA
298137,196,International Management & Trust,PAN
11005013,196,IMARA TRUST COMPANY (MAURITIUS) LIMITED,MUS
292757,195,KPMG - (Taipei) ??????????,TWN
11001843,195,MF CONSULTING LTD,VEN
23000441,195,ANDREW P. BOWE,BHS
130000007,195,KPMG,BRB
298222,194,Midland Consult Ltd.,RUS
23000382,194,WESTPAC BANK & TRUST,BHS
11009999,193,FAIR WIND SECRETARIAL SERVICES LIMITED,HKG
297640,192,Atlas Maritime Services Ltd.,GBR
11000831,192,STM FIDUCIAIRE LIMITED,JEY;GBR
23000251,191,WELLS LEGAL & CORPORATE SERVICES LTD.,BHS
23000472,191,FIRST CORPORATE SERVICES LIMITED,BHS
230000001,191,Capco Trust(Not in Operation),KNA
119639,190,Arthur Mo & Co. Limited,HKG
294124,190,New World TMT Limited,HKG
11004766,189,BALD EAGLE SERVICES S.A. (BVI),MLT
11008405,189,JERSEY TRUST COMPANY,JEY;GBR
32000168,189,TRUST CORP OF THE BAHAMAS,BHS
23000100,188,ARNOLD A. FORBES & CO.,BHS
23000324,188,CAPE HORN MANAGEMENT LTD.,BHS
11004218,187,STANLEY DAVIS GROUP LIMITED,GBR
23000080,187,ILS (BAHAMAS) LIMITED,BHS
23000338,187,EFG BANK & TRUST (BAHAMAS) LTD.,BHS
298233,186,N.R. Doshi & Co,ARE
11007665,186,YES CHOICE SECRETARIES LIMITED,HKG
23000232,186,MIRIAM J. CURLING,BHS
23000534,186,WINDERMERE CORPORATE MANAGEMENT LIMITED,BHS
294710,185,ASA Investment Limited,HKG
11001301,185,INVESTEC TRUST (GUERNSEY) LIMITED,GGY;GBR
80016644,185,INTERTRUST TRUSTEES II (CAYMAN) LIMITED,CYM
11009302,184,W.S. WONG & CO.,HKG
11011109,184,FORTRESS MANAGEMENT SERVICES LIMITED,IMN
23000342,184,ROYAL BANK OF SCOTLAND (NASSAU) LTD,BHS
23000348,183,IPG Family Office Limited,BHS
11011453,182,SYNTHESA MANAGEMENT S.A.,
11011932,182,PAZ & HOROWITZ,ECU
23000206,182,CF CORPORATE SERVICE LIMITED,BHS
23000293,182,ESTATE PLANNING INSTITUTE (BAHAMAS) LTD.,BHS
298330,181,T & T Secretarial Limited,HKG
230000039,181,Guardian Trust Co. Limited,KNA
11000175,180,FIDUCIAIRE SAFIDEV S.A.,CHE
289359,179,Cathay International Holdings Limited,HKG
11007879,179,TITAN CORPORATE SERVICES LIMITED,MUS
297682,178,Companies Incorporated,USA
11009031,178,INTERNATIONAL COMPANY LAWYERS LTD.,ESP
240090171,177,FRANCISCO HUNG VAILLANT,
11000263,176,MULTIFIDUCIAIRE FRIBOURG S.A.,CHE
298252,175,ALFASERVE CONSULTANTS LIMITED,CYP
32000200,175,ANSBACHER (BAHAMAS) LIMITED,BHS
119708,174,ATC (Hong Kong) Limited,HKG
11009905,174,MORATORIO-RODRIGUEZ TEODORO Y ASOCIADOS,URY
23000099,174,BOYE'S CHAMBERS-LLEWLYN BOYER CARTWRIGHT,BHS
11007753,173,WHITMILL TRUST COMPANY LIMITED,JEY;GBR
23000346,173,WESTERN MANAGEMENT SERVICES LIMITED,BHS
11000970,172,"CORDERO, MORENO & CORRAL ABOGADOS CÍA. LTDA",ECU
11001505,172,INTERNATIONAL SECRETARIES LIMITED,HKG
11012421,172,MOSSACK FONSECA & CO. (BRASIL) S/C LTDA.,BRA
11001180,171,BETA INCORPORATION MANAGEMENT LIMITED,HKG
11003897,171,MANAGEMENT TRUSTEES GROUP S.A.,CHE
11013794,170,HSBC TRUSTEE (C.I.) LIMITED,JEY;GBR
119108,169,Baker & McKenzie (Hong Kong),HKG
11001152,168,ASSOCIATED TRUSTEES LIMITED OF NEVIS (ATL),KNA
11010733,168,PRIME TREASURE REGISTRATION SERVICES LIMITED,HKG
11001702,167,CAPITA TRUSTEE SERVICES LIMITED,JEY;GBR
11003954,166,JOESUN INVESTMENT CONSULTING (BJ) LTD,CHN
11006162,166,EQUIOM GROUP,GBR
230000096,166,Jirehouse Management Nevis Limited,KNA
11000072,165,DEPIGEST S.A.,CHE
11001078,165,BEST CORPORATE SERVICES CONSULTING COMPANY LIMITED,HKG
11012027,165,LOPAG TRUST REG.,LIE
11000087,164,FIDEPAR S.A.,CHE
11003484,164,BAKER TILLY ISLE OF MAN FIDUCIARIES LIMITED,IMN
130000019,164,IBC'S SERVICES INCORPORATED,BRB
11006340,163,TMF GROUP,JEY;GBR
11011299,163,KOSTENBAUM & ASSOCIES,CHE
11005943,161,GLOBAL TRUST ADVISORS S.A.,LUX
11010928,161,"LAWSON, ANDREW",GBR
11000976,160,MAITLAND SERVICES LIMITED (ISLE OF MAN),IMN
11013650,160,PRO CORPORATE SERVICE LIMITED,HKG
11004500,159,STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED,MUS;GBR
296514,157,Deloitte & Touche - ??????????  - (Kaohsiung),TWN
11000574,157,IGMASA MANAGEMENT,AND
291690,156,HSBC International Trustee Limited (Hong Kong),HKG
11000185,155,(GENEVA CLIENT) SG PRIVATE BANKING (SUISSE) S.A.,CHE
11012773,155,TAKA CORPORATE SERVICES LIMITED,HKG
11000487,154,CABINET MAYOR,CHE
11012164,154,O.S.R. CONSULTANTS & SECRETARIES LIMITED,HKG
23000229,154,CONSTANTAKIS KNOWLES,BHS
23000531,154,Delaney Corp. (Bahamas) Ltd.,BHS
290319,153,DBS Trustee Limited,SGP
11004048,153,FRITSCH & GROZINGER AVOCATS,LUX
11004308,153,"BERESFORD SECRETARIES LIMITED, THE",JEY;GBR
23000329,153,JOAN FERGUSON & CO.,BHS
23000347,153,ECOSSE CORPORATE SERVICES LIMITED,BHS
298279,152,Ru Invest Consulting Limited,RUS
298347,152,PA Consultancy Limited,HKG
23000369,151,KPMG,BHS
294756,150,Power Fund Limited,CHN
11001794,150,RMB FINANCE S.A.,CHE
11004494,150,AFREX SAL,LBN
11007414,150,BARBOSA LAW OFFICE,USA
11011855,150,DE PFYFFER & ASSOCIES,CHE
11012445,150,PENNONE & PARTNERS S.A.,CHE
23000236,150,MICHAEL W. HORTON,BHS
230000013,150,Joyah Sutton(Not in Operation),KNA
230000098,150,Aegis Trust Company Limited,KNA
298004,149,Swiss Bancor Group,CHE
11001331,149,LINDFIELD CORPORATE SERVICES LTD,HKG
11011553,149,"BITTEL, PATRICK T.",
23000221,148,A.D. HANNA,BHS
11000664,147,CONSOLIDATED SECRETARIES LIMITED,HKG
77716,146,Charles Cheng (Secretaries) Limited,HKG
11007201,146,PARALLEL NOMINEES CYPRUS LIMITED,CYP
11011133,146,FIRST NAMES FIDUCIARIES  JERSEY  LIMITED,JEY;GBR
23000098,146,EDMOND DE ROTHSCHILD (BAHAMAS) LTD.,BHS
11003951,145,ECS INTERNATIONAL LTD (GIBRALTAR),GIB
23000044,145,BRITTANY INVESTMENT CO. LTD,BHS
296521,144,Deloitte & Touche - ??????????  - (Taichung),TWN
298277,144,Roche & Duffay,RUS
23000474,144,LION CORPORATE SERVICES LIMITED,BHS
230000023,144,R. L. Kawaja & Associates,KNA
297998,143,INTERSTATUS BUSINESS SERVICES LIMITED,CYP
298016,143,Company Express Limited (REFER TO COMMENTS BEFORE RESTORATION,KNA
11002556,142,ABA SERVICES LIMITED,HKG
290707,141,Ensol (Singapore) Pte Ltd,SGP
298283,141,Rosebery Services Ltd.,CYP
11000402,141,(GENEVA CLIENT) SEMELY CONSEIL & GESTION S.A.,CHE
11003949,141,HSBC PRIVATE BANK (LUXEMBOURG) S.A.,LUX
11005471,141,MVD GROUP FIDUCIARY SERVICES (GENEVA CLIENT),CHE
11005849,141,COMPANY REGISTRATION & BUSINESS SERVICES LIMITED,HKG
11007794,141,HARRIS SECRETARIES LIMITED,HKG
23000224,141,BOWE HENDERSON & COMPANY,BHS
11003795,140,MARKOM MANAGEMENT LTD,GBR
11005945,140,FIDUPAR S.A.,LUX
11010140,140,ABACUS FINANCIAL SERVICES GROUP LIMITED (JERSEY),JEY;GBR
11010264,140,FIDUCIOR SA,CHE
23000249,140,CAREY G. LEONARD,BHS
11000908,139,WESTWINDS OFFSHORE SERVICES LIMITED,IMN
11005487,139,SOCIÉTÉ EUROPÉENNE DE BANQUE (SEB),LUX
11006214,139,PYTHON & PETER (EX: PYTHON SCHIFFERLI PETER & ASSOCIES),CHE
11008218,139,INTERHOLD BANAS,POL
23000516,139,CAYSTONE SOLUTIONS LTD.,BHS
298184,137,I&T Consulting Ltd. ( DIFFERENT SHIP TO ADDRESS SEE MASTER CLIENT),CZE
298261,137,PPB Inc. Limited,CYP
11000096,137,INVESTMENT & FINANCIAL CONSULTANTS GROUP,CHE
23000384,137,MERCURY CORPORATE MANAGEMENT,BHS
87016833,137,"ALFARO, FERRER & RAMIREZ (ARUBA) N.V.",
230000067,137,First Nevis Trust Company Limited,KNA
11000057,136,UNION BANCAIRE PRIVEE UBP,CHE
11000377,136,SAFDICORP S.A.,CHE
123296,135,Commonwealth Trust Limited,XXX
296722,135,UBS Bridge Trustees (Jersey) Ltd,GBR
297208,135,Wiser Associates Limited,HKG
11000934,134,SVANOSIO COMPANY LIMITED,HKG
11001697,134,KLEINWORT BENSON (GUERNSEY) TRUSTEES LIMITED,GGY;GBR
32000195,134,"GIBSON, SERVILLE & CO. NASSAU",BHS
11001412,133,UBS PRIVATE BANKING DEUTSCHLAND AG,DEU
298156,132,Jordans Corporate Pte  Ltd,SGP
11000182,132,WILLOW TRUST LTD.,GGY;GBR
23000275,132,RYAN & CO,BHS
230000032,132,Mobius Trust Company Limited(Not Oper),KNA
11001176,131,FIRST NAMES TRUST COMPANY (JERSEY) LIMITED,JEY;GBR
11002113,131,INFANTE & PEREZ ALMILLANO,PAN
11002517,131,ESTUDIO JURIDICO LEDESMA Y LEDESMA,
11010982,131,PANFAIR SERVICES LIMITED,HKG
23000159,131,WILLIAM DUNCOMBE,BHS
23000313,131,THE ALEXANDER CORPORATE GROUP (FREEPORT),BHS
11002123,130,CHEER BEST SECRETARIES LIMITED,HKG
11006480,130,CORINTHIAN TRUST COMPANY LIMITED,GIB
11006719,130,"CTP, COMPANIES & TRUSTS PROMOTION S.À.R.L",LUX
298255,129,Andreas S. Petrou Law Office,CYP
11012511,129,CJF BLACKSHAW,
230000027,129,Uniglobe Trust Company Limited(Not Op),KNA
230000028,129,Vernon S. Veira & Associates,KNA
230000037,129,Cozier & Associates,KNA
11010732,128,TAKE PRETTY CONSULTANTS LIMITED,HKG
11012432,128,INTERNATIONAL LEGAL SERVICES,CYP;LVA
23000526,128,AEGIS CORPORATE SERVICES LTD.,BHS
11005228,127,(PMA CLIENT) CAMILLE FROIDEVAUX,CHE
23000234,127,HIGGS & KELLY,BHS
23000304,127,LYFORD CORPORATE MANAGEMENT LTD.,BHS
11007402,126,CHU KWING & CO. CERTIFIED PUBLIC ACCOUNTANTS,HKG
290101,125,"Credit Suisse, Hong Kong",HKG
11007765,125,CONTINENTAL FINANCIAL SERVICES LIMITED,JEY;GBR
11011729,125,CLAMORGAN S.A.,
23000519,125,HILL STREET MANAGEMENT CO. LTD.,BHS
32000202,125,DAVIS & CO,BHS
11010908,124,HONEY NOMINEES LTD.,HKG
11013111,124,KV ASSOCIATES S.A.,LUX
23000491,124,MORTON PIASETSKI,BHS
50983,123,Fansway Secretarial Services Ltd,HKG
11002091,123,CHINA INCORPORATIONS LIMITED,CHN
11002644,123,SENAT AG,LIE
87005806,123,AMTR MANAGEMENT N.V.,
11004054,122,SHENZHEN  RICHFUL WEIYE INVESTMENT CONSULTANTS LIMITED,CHN
23000119,122,CLEMENT T. MAYNARD & COMPANY,BHS
80000189,122,Appleby Management (Bermuda) Ltd.,BMU
87020251,122,IMC INTERNATIONAL MANAGEMENT & TRUST COMPANY N.V.,
11003451,121,BERNAL MEDINA LAVERDE,COL
11012015,121,GESTION DE PATRIMOINE DU RHONE S.A. (1),
11006713,120,BANQUE LBLUX S.A.,LUX
11012858,120,ALLBRIGHT LAW OFFICES (HANGZHOU),CHN
23000129,120,W & P FUND SERVICES LIMITED,BHS
11003666,119,CAVENDISH TRUST COMPANY LIMITED,IMN
11008827,119,LOWLANDS CORPORATE SERVICES LIMITED,HKG
11011659,119,DE VEER CONSULTANTS LTD.,IMN
11012361,119,DEL TOBOSO TRUST CO. S.A.,CRI
11001712,118,WEALTHY TALENT CONSULTANTS LIMITED,HKG
11012513,118,JTC  SUISSE  SA,
23000273,118,GALANIS & CO.,BHS
230000083,118,Gibraltar Trust Co. Ltd,KNA
298155,117,CORPORATERRA LTD.,CYP
11004901,117,GESTION DE PATRIMOINE DU RHONE S.A. (2),CHE
32000191,117,LEX MANAGEMENT LIMITED,BHS
298070,116,HLB Afxentiou Limited,CYP
11004298,116,GRUPO CAMPOLLO,GTM
11005265,116,NAVILUX S.A,LUX
290272,115,Y K Ho & Co,HKG
295529,115,S E A  Secretarial Limited,HKG
11010138,115,ASIA BUSINESS SECRETARIAL,HKG
11010379,115,ANGLORE S.A.R.L.,CHE
11014110,115,"MENTHA & ASSOCIES, C/O MR. GERARD BRUNNER",CHE
99133,114,Portcullis TrustNet (Singapore) Pte Ltd,XXX;SGP
291089,114,Winata Wiryaputra.,IDN
292774,114,KT First Secretary Limited,HKG
11013874,114,NEIL JOSEPH WILSON PLC,GBR
87010048,114,EUROTRUST INTERNATIONAL N.V.,
230000041,114,Administrative Trust Services Limited,KNA
240090025,114,Landmark Fiduciaire (Suisse) S.A.,
11000765,113,CONSON ACCOUNTING LIMITED,HKG
11001796,113,BANQUE BARING BROTHERS STURDZA S.A.,CHE
11002681,113,GRUPO CAMPOLLO,
11003818,113,(GVA) FIGESTOR S.A.,CHE
11006204,113,BULLDOG GLOBAL FINANCIAL SERVICES LLP,GBR
11011905,113,QUALIS WEALTH SA,
23000184,113,CLAYMORE CORPORATE SERVICES LIMITED,BHS
11001828,112,LEUMI OVERSEAS TRUST CORPORATION LIMITED.,JEY;GBR
119660,111,TMF Hong Kong Limited,HKG
291890,111,Ida Chow (Hong Kong),HKG
11000141,111,SYNERGIE S.A.,CHE
11001191,111,P & P SECRETARIAL MANAGEMENT LIMITED,HKG
11003553,111,"HANGZHOU EPLUS SCIENCE & TECHNOLOGY CO., LTD",CHN
11001080,110,TWC MANAGEMENT LIMITED,HKG
11003819,110,PAN-INVEST MANAGEMENT LTD,CYP
11004200,110,"ROMERIO, MICHELE (LUGANO CLIENT)",CHE
11009102,110,ANGLO BUSINESS ADVISORS LTD.,UKR
11012567,110,BKF BEKER FINANCE SA,CHE
11013720,110,LÉMANAGEMENT SERVICE S.A.,CHE
292476,109,Justus Law Offices - ?????????,TWN
294409,109,Wellex Consultancy Limited,HKG
11000394,109,INCORP SERVICES INTERNATIONAL LIMITED,HKG
11004977,109,(PMA CLIENT) CASTELLUM SECRETARIES LTD.,GIB
11012212,109,DANEGUILD SECURITIES LIMITED,RUS
23000066,109,MANN JUDD CORPORATE SERVICES LIMITED,BHS
295069,108,Raiskin & Revitz,USA
298314,108,RUKOS INVEST LIMITED,RUS
11001333,108,TRIDENT TRUST COMPANY (GUERNSEY) LIMITED,GGY;GBR
11011993,108,C.I. LAW TRUST GROUP,JEY;GBR
11013745,108,"FERNANDEZ G., JUAN ANTONIO",PAN
297977,107,Czerlau & Associates,CAN
11012557,107,BALCHAN MANAGEMENT LIMITED,GGY;GBR
230000058,107,Mitcham & Benjamin,KNA
298223,106,Mayfair Trust Group Limited,SYC
11000191,106,CLOSE TRUST COMPANY JERSEY LIMITED,JEY;GBR
11004929,106,ANGLO SWISS,GIB
11010066,106,WILSON CORPORATE SERVICES INT'L LTD.,HKG
11012710,106,MENTHAM SERVICES S.A.,
297612,105,Atlas Corporate Services FZ LLC,ARE
11000169,105,OAK INTERNATIONAL FIDUCIARY SA,CHE
11003261,105,TRUVEST GMBH/TRUVEX GMBH (ZUG CLIENT),CHE
11008711,103,SANTANDER PRIVATE BANKING,USA
32000203,103,CHEMICAL BANK & TRUST LIMITED,BHS
123138,102,"Potter & Associates, Inc.",XXX
11010532,102,"FONSECA MORA, RAMON",PAN
11011457,102,GVA FIDUCIARY SERVICES S.A.,
11012349,102,"ACE ""ADVISE & CORPORATE ENGINEERING"" INTERNATIONAL S.A.",CHE
11014030,102,CANDEO CORPORATE SERVICES SA,
23000386,102,K.D.A. WILLIAMS & CO.,BHS
32000188,102,MCA CORPORATE SERVICES LTD.,BHS
230000078,102,Superior Trust & Management Company Ltd(,KNA
294375,101,Pacific Century Group,HKG
297632,101,"Arosemena, Noriega & Contreras",PAN
11000401,101,(GENEVA CLIENT) SECRETAN TROYANOV & ASSOCIES,CHE
11014053,101,ATLAS TRUST COMPANY (JERSEY) LIMITED,JEY;GBR
119533,100,Anka Consultants Limited,HKG
11003012,100,NORTHERN WYCHWOOD LIMITED,IMN
11005597,100,FREEMONT LTD,CYP;LUX
11010583,100,"VAN VUUREN, ANTHONY JANSE",MCO
11013425,100,MONFRINI CRETTOL & ASSOCIES,CHE
23000431,100,JERSEY PRIVATE BANK AND TRUST,BHS
32000170,100,DUPUCH & TURNQUEST (FREEPORT),BHS
230000093,100,Asiaciti Trust Nevis Ltd,KNA
230000106,100,Heritor Management Ltd.,KNA
11010925,99,TOWER BRIDGE TRADE SERVICES S.A.,CHE
11012565,99,INTERNATIONAL SERVICES LTD.,BLZ
23000081,99,FISHER & CO.,BHS
23000442,99,UNITED MANAGEMENT SERVICES LTD.,BHS
292768,98,K & S Secretarial Limited,HKG
297636,98,Alpha Offshore Limited,GBR
298074,98,Hong Kong Accounting Taxation Limited,HKG
298340,98,Christodoulos G. Vassiliades & Co. LLC,CYP
11000403,98,(GENEVA CLIENT) BUFETE G. PRETUS,ESP
11000937,98,ESTUDIO JURIDICO VIVANCO Y VIVANCO,ECU
11002250,98,ANGLO MANX TRUST CORPORATION  LIMITED,IMN
11004026,98,AURORA PECUNIA GMBH,CHE
11006384,98,HO TAK SANG & CO.,HKG
11006715,98,CEC GROUP LIMITED,LUX
11012399,98,HBS S.A.,
294141,97,Ng Chong & Hue LLC,SGP
298221,97,"Merrill, Scott & Associates",USA
11003879,97,FIDES CAPITAL,URY
11006933,97,GLOBAL DEVELOPERS CORP.,URY
297653,96,Companies Plus Ltd.,GBR
11000069,96,SFG SOCIÉTÉ FIDUCIAIRE ET DE GÉRANCE SA,CHE
11000193,96,"BALINT, KALLAI AND  KENDE LAW FIRM",HUN
11002887,96,PEARSON LOWE,GBR
11004654,96,SOCIETE GENERALE,PAN
11011029,96,TRIDENT TRUST COMPANY LTD. (JERSEY),JEY;GBR
11013837,96,JAMES T.W. KONG & CO.,HKG
23000263,96,ERNST & YOUNG,BHS
87001981,96,AGENCIA FIDUCIARIA AEQUITAS (A.F.AEQUITAS) N.V,
296604,95,Tricor Services Limited,HKG
11000242,95,ESTUDIO LEGAL ROCA & ASOCIADOS,ESP
11002348,95,T.N. LUU HO CONSULTANTS LIMITED,HKG
11011731,95,WPS SA - WEALTH PLANNING SERVICES,
230000076,95,Tarsus Trust Company Limited,KNA
58462,94,Top Crown Consultants Limited,HKG
294249,94,New World China Enterprises Projects Limited,HKG
11000094,94,GPF S.A.,CHE
11000712,94,D&P MANAGEMENT LIMITED,GBR
11002184,94,GULF INVESTMENTS WORLDWIDE LTD.,ARE
11002740,94,LARONA TRUST REG.,LIE
11011357,94,ESTUDIO DR. RAUL DOLDAN AMARELLI,URY
11011487,94,"C & M INTERNACIONAL, S.A.",AND
240090009,94,COOK WORLDWIDE LIMITED,
297057,93,Win Belief Financial Consulting Limited ??????????,TWN
11000795,93,OCTOPUS MANAGEMENT LIMITED,GBR
11002716,93,CONTEXTO LEGAL,COL
11006497,93,DAVID HENDERSON-STEWART,
11007354,93,CITIC PACIFIC LIMITED,HKG
11008109,93,CO-SEC ACCOUNTANCY LIMITED,HKG
11010869,93,BUDIN & ASSOCIES,CHE
11013836,93,LENNOX PATON,BHS
23000138,93,MACKAY & MOXEY,BHS
298313,92,Tax Consulting U.K. Ltd.,UKR
11000150,92,ICP SERVICES,CHE
11010987,92,"KOLTOUN, VLADIMIR",RUS
11012570,92,ESTUDIO DANIEL PEREZ BLANCO,URY
293222,91,Golden China Consultants Limited,HKG
11005489,91,COMMERZBANK INTERNATIONAL S.A,LUX
11006053,91,HUNZIKER ASSOCIATES S. A.,CHE
11006503,91,A1 COMPANY SERVICES LIMITED,GBR
11010960,91,TRINITY COURT (MANAGEMENT) LTD.,GGY;GBR
11011388,91,BRUNO BROS CONSULTING LTDA.,BRA
11013704,91,HERMES GLOBAL SERVICES FZ LLE,ARE
119848,90,BDO Taiwan Union & Co - ????????????,TWN
11002692,90,SECTOR TRUST COMPANY LIMITED,JEY;GBR
11002977,90,ISLE OF MAN FINANCIAL TRUST LIMITED,IMN
11011902,90,JC CONSULTING CO. SARL,
11013138,90,ARENA WEALTH MANAGEMENT,LUX
23000022,90,COTTISLAW,BHS
23000087,90,BANCO ATLANTICO (BAHAMAS) BANK & TRUST,BHS
291648,89,Hongkong Managers & Secretaries Limited,HKG
294250,89,New World China Land Limited,HKG
295133,89,R & C Corporate Services Limited,HKG
11000442,89,ILEX TRUST LUGANO S.A.,CHE
11005698,89,HORIZON INVESTMENT S.A.,
11010318,89,VALLA LIMITED,JEY;GBR
11010735,89,PROFESSIONAL TRUST COMPANY LIMITED,JEY;GBR
230000088,89,JHT Law Firm,KNA
123305,88,Commonwealth Trust Limited - Hong Kong Shelf,XXX
294256,88,NWS Holdings Limited,HKG
11000475,88,GLOBAL STAR CONSULTANTS LIMITED,HKG
11000589,88,AMIN & CO.,GBR
11003747,88,FEDERICO DE VITTORI S.A. (LUGANO CLIENT),CHE
11007829,88,ANA MARIA SERRANO BARONA,COL
11009986,88,"SUCRE, ARIAS & REYES",PAN
11011309,88,APEX BUSINESS SERVICES LIMITED,HKG
11011898,88,"SCHMIDT,  PHILIPPE",
23000114,88,CALEDONIA CORPORATE MANAGEMENT GROUP LTD,BHS
23000207,88,CHARLES MACKEY,BHS
230000034,88,Sovereign Offshore (Not in Operation),KNA
294547,87,P.C. Woo & Co,HKG
11000086,87,FB TRUSTEES S.A.,CHE
11001160,87,GOOD CORPORATE ADVISORY LIMITED,HKG
11003965,87,LIBERATION MANAGEMENT LIMITED,GGY;GBR
11011579,87,MINERVA TRUST COMPANY (SWITZERLAND) S.A.,
11011897,87,RHONE GESTION S.A.,
11012869,87,TRUSTCORP (JERSEY) LIMITED,JEY;GBR
11013856,87,FIRSTRAND TRUSTEES LIMITED,GGY;GBR
23000124,87,BROUGHTON CARTWRIGHT,BHS
298199,86,Menwin Business Consultants Limited,CYP
11000037,86,ISAAC ELBAZ,CHE
11004820,86,T & T SECORP LIMITED,HKG
11011056,86,LUTEA TRUSTEES LIMITED,JEY;GBR
11011564,86,GONARY S.A.,URY
11012679,86,"SHANGHAI XINYS MANAGEMENT CONSULTANTS CO., LTD.",CHN
23000494,86,BDS CORPORATE SERVICES LIMITED,BHS
292857,85,Lam & Chui CPA Limited,HKG
294288,85,Offshore Nexus Management & Secretarial Services,SGP
11001051,85,FIDUCIARY MANAGEMENT LIMITED,GIB
11001815,85,L. PAPAPHILIPPOU & CO.,CYP
11008870,85,APPLEBY TRUST (JERSEY) LIMITED,JEY;GBR
11013763,85,VICTOR LING SECRETARIES LIMITED,HKG
87006130,85,VOKAD ARUBA N.V.,
11004083,84,"INTERPACIFIC INCORPORATION SERVICES CO., LTD.",HKG
11011375,84,LOMBARD TRUST S.A. (EX-CITCO),CHE
11012034,84,SUPREME CORPORATE SERVICES LIMITED,HKG
291483,83,"Hedge Funds Services (BVI), Ltd.",VGB
298238,83,OFFSHORE BUSINESS CONSULTING & SERVICES LIMITED,CHN
11000298,83,LAKESIDE ASSOCIATES S.A.R.L.,CHE
11008499,83,MONTAGUE LAMBERT,GBR
11010041,83,SALAMANCA GROUP TRUST  SWITZERLAND  SA.,CHE
11010277,83,EUROPLAN FINANCIAL SERVICES LIMITED,JEY;GBR
11010384,83,GONZALO FAJARDO & ASOCIADOS,CRI
11010501,83,PELLERANO & HERRERA,DOM
11010996,83,INVEST CONTROL S. A.,LUX
11011334,83,DUNCAN LAWRIE OFFSHORE SERVICES LTD.,IMN
11011962,83,"CORDON, OVALLE & ASOCIADOS",GTM
23000488,83,PMA CORPORATE SERVICES (BAHAMAS) LTD.,BHS
230000051,83,Total Management Services Limited,KNA
240090081,83,Global Family Advisors,
294890,82,Portcullis Fund Administration (S) Pte. Ltd,SGP
11001616,82,BAKER TILLY HONG KONG BUSINESS SERVICES LIMITED,HKG
11001877,82,ASAEL T. SORENSEN,USA
11003063,82,DE GRANDPRÉ CHAIT,CAN
11007954,82,BROOKLAND S.A. (SWITZERLAND),CHE
11009741,82,HANGZHOU LINGC COMMERCIAL LTD.,CHN
11010096,82,CJF HIGSON,CHE
11011171,82,KAM CHING YU CPA LIMITED,HKG
230000019,82,Myrna Walwyn & Associates,KNA
230000085,82,Heritage Services Ltd,KNA
291738,81,HSBC Trustee (Singapore) Limited,SGP
11002069,81,"MINGTAO CONSULTANTS CO., LTD.",CHN
11002894,81,HONG KONG ACCOUNTING TAXATION LIMITED,HKG
11010175,81,DALIAN LC INVESTMENT LTD,CHN
11011771,81,DCA CONTADORES & ASOCIADOS,URY
11011772,81,VISTRA TRUST COMPANY (JERSEY) LIMITED,GBR
23000299,81,KUZNIECKY & CO. BAHAMAS LIMITED,BHS
